name,value,color
ExxonMobil,4.521E+11,#0033AA
Chevron,2.855E+11,#bbbbbb
Shell,2.734E+11,#bbbbbb
Saudi Aramco,2.015E+11,#bbbbbb
TotalEnergies,1.694E+11,#bbbbbb
BP,1.344E+11,#bbbbbb
ConocoPhillips,1.337E+11,#bbbbbb
Schlumberger,1.324E+11,#bbbbbb
NextEra Energy,1.222E+11,#bbbbbb
Enbridge,1.219E+11,#bbbbbb
